Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","With the weight of the nation's expectation on Samuel, he is slowly feeling the pressure. Social media is abuzz with scathing scrutiny of his performance. Online kerfuffle between loyal fans and naysayers fuel unnecessary speculations and judgement. That shook Samuel's morale.",43,45,014-002-095-108-015-045,1014
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","If only someone could share with Samuel that years before, Kean Yew experienced the same pressures.",44,46,014-002-095-108-015-046,1015
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Earlier last month, I met Kean Yew at the side-lines of the Singapore Open. He had just exited in the second round but he was, as usual, looking cheery when I met him. After chatting with our shuttlers, I pulled Kean Yew aside. I checked in with him on his mental state and well-being, something that I have always been concerned about. I spoke to Kean Yew again last night over the phone to seek his consent for my sharing in this Chamber. Because what was apparent to me then from that conversation was that the weight of an entire nation's expectations was squarely on this young man's shoulders and he was fully aware of that. Perhaps overly so.",45,47,014-002-095-108-015-047,1016
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",And I raise this today in the hope that all of us can be that little bit more sensitive and that little bit more supportive.,46,48,014-002-095-108-015-048,1017
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Athletes want to live up to fans' expectations but fans need to understand that athletes too are human. They too have good days and bad. Let us not forget that it is not all just about medals, but rather, it is about journeying with our athletes as they work through their daily struggles in realising their maximal potential.",47,49,014-002-095-108-015-049,1018
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Back to our protagonist, Samuel. He perseveres. While the pressure overwhelms him at times, Samuel is encouraged by his friends. However, not all is a bed of roses. In the gripping quarter finals against the world number three, Samuel eventually succumbs in his first Olympic endeavour.",48,50,014-002-095-108-015-050,1019
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","As Samuel marches to the back of house, holding back tears, his coach says to him, ""Sport is not merely about the medals. It is about training to be the best version of yourself. You have done that. You have done yourself and Singapore proud.""",49,51,014-002-095-108-015-051,1020
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","These words spur Samuel on as he starts again for the next Olympic cycle – his window to perform. Training is tough but against all odds, Samuel prevails, winning a silver medal at the following Olympics. Remembering what Olympic figure skater Michelle Kwan's wisdom, Samuel says in a post-match interview, ""I didn't lose the gold. I won the silver.""",50,52,014-002-095-108-015-052,1021
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Time flies. Samuel's journey as an athlete is ending. We also note Ms Sylvia Lim's proposal on post-retirement medical support. Thank you for that. To give back to the sport and community, Samuel decides to take on coaching roles within the Singapore Badminton Association (SBA) to nurture and inspire the next generation of shuttlers.",51,53,014-002-095-108-015-053,1022
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Samuel's legacy will not be forgotten. As a retired athlete who makes sustained contributions to the sport and the community after retirement, he has been nominated and will likely qualify for induction into the Singapore Sport Hall of Fame.",52,54,014-002-095-108-015-054,1023
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","He will join the ranks of almost 60 other athletes, including track superstar C Kunalan, bowler Remy Ong and swimmer Theresa Goh. Some of these retired athletes have in turn been invited to provide their views on Hall of Fame nominees. His coach, too, has been included in the Hall of Fame under the category for Sports Leaders that had been created to honour the contribution of sport administrators, coaches and scientists, amongst others.",53,55,014-002-095-108-015-055,1024
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","With the Government's review of the Sports Excellence (spex) Framework, we hope that there will be more ""Samuels"" to come. One of these revisions was extending the spexScholarships in 2022 beyond just athletes competing in major games to our very own world indoor skydiving champion, Kyra Poh. We will also continue to facilitate and provide some access to gym facilities, sport psychologists as well as training and competition facilities for our athletes in emerging, new and niche sports.",54,56,014-002-095-108-015-056,1025
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","As we continue to scale up support for our athletes, I would like to assure this House that the Government will do likewise for our current and next generation of para-athletes. Our para-athletes have been an inspiration to all of us, showing what it means to not be defined or constrained by physical limits.",55,57,014-002-095-108-015-057,1026
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","One such example is para-powerlifter Nur Aini, who at the 2017 ASEAN Para Games was the first Singaporean woman to compete in para-powerlifting. Across several major games, Aini made steady progress but was beset by an injury following the 2022 Paralympics. This injury required surgery, but Aini remained unfazed and preserved to compete in the 2022 Commonwealth Games. Since then, Aini has continued her steady ascent, making history at the recent ASEAN Para Games, winning Singapore's first ever medals in women's para-powerlifting through her two bronze medals for the women Up to 50 kilogrammes in the Best Lift and the Total Lift events.",56,58,014-002-095-108-015-058,1027
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",We also have a team of dedicated SSI sports scientists who have been doggedly considering ways for our para-athletes to further maximise their potential.,57,59,014-002-095-108-015-059,1028
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","One example is Muhammad Diroy, who, with the support of his coach and a SSI biomechanist, adopted a new individualised technique that enabled him to defend his gold medal at the ASEAN Para Games men's Shot Put event.",58,60,014-002-095-108-015-060,1029
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Aini and Diroy are just some examples out of numerous para-athletes – or as I prefer to say, athletes, who have represented Singapore. Each of these athletes empower persons with disabilities to live better through sport, exemplifying how sport can reduce the stigma and discrimination sometimes associated with disability. That is why the Government has been and will continue to invest resources in promoting disability sports.",59,61,014-002-095-108-015-061,1030
